model,donor_key,n,dice_mean,iou_mean,rmse_mean,soft_intensity_dice_mean,soft_intensity_dice_whole_mean,spot_recognition_mean,spot_recognition_p10
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Al_big_grains_logtif.h5|2819|2819|88835,3,0.8903762499491373,0.8182729681332906,0.05622349803646406,0.939067006111145,0.9333777825037638,0.9170763691266378,0.8750599503517151
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Cu_logtif.h5|7275|7275|777584,3,0.9139542977015177,0.8422262271245321,0.07975918799638748,0.9792238275210062,0.9777115980784098,0.9170975486437479,0.9084100365638733
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Ti7Al_logtif.h5|401|1383|540988,9,0.9048047065734863,0.8387866682476468,0.07053963446782695,0.8916186756557889,0.8747451504071554,0.9171325100792779,0.8215223789215088
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Ti7Al_logtif.h5|952|952|378529,13,0.9148065998004034,0.8508016375394968,0.08028301933350471,0.8930749022043668,0.8785665310346163,0.9172618022331824,0.8372947931289673
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Ti7Al_logtif.h5|522|1504|626923,6,0.8961053192615509,0.8287765582402548,0.06154143096258243,0.9174540638923645,0.9154859085877737,0.9172819256782532,0.8472163081169128
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Al_big_grains_logtif.h5|4020|8963|286548,3,0.9397915204366049,0.8881198167800903,0.10490949638187885,0.9007264971733093,0.8976914683977762,0.9174410303433737,0.8617239475250245
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Ti7Al_logtif.h5|50|50|17309,13,0.8883917836042551,0.8210077469165509,0.0534806102156066,0.9110767428691571,0.9040295160733737,0.9174555769333472,0.8445527911186218
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Ti7Al_logtif.h5|318|1300|503243,10,0.913054347038269,0.8477763533592224,0.07801147364079952,0.9315756499767304,0.8871029198169709,0.9175214350223542,0.8311397671699524
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Iron_deformed_logtif.h5|140|140|523752,45,0.8828950259420607,0.7965723699993558,0.047834976845317415,0.9762062483363682,0.9734457612037659,0.9175300280253093,0.8691338658332824
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Cu_logtif.h5|4718|24573|2628589,3,0.8992140889167786,0.8200242122014364,0.0638367806871732,0.9769144455591837,0.9644754727681478,0.9176886280377706,0.9069501161575317
